Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
2.55	N0	combined	Drop	0	0	0	0
2.55	N1	combined	Drop	0	0	0	0
2.55	N2	combined	Drop	0	0	0	0
2.55	N3	combined	Drop	0	0	0	0
2.55	N4	combined	Drop	0	0	0	0
2.55	N5	combined	Drop	0	0	0	0
2.6	N0	combined	Drop	0	0	0	0
2.6	N1	combined	Drop	0	0	0	0
2.6	N2	combined	Drop	0	0	0	0
2.6	N3	combined	Drop	0	0	0	0
2.6	N4	combined	Drop	0	0	0	0
2.6	N5	combined	Drop	0	0	0	0
2.65	N0	combined	Drop	0	0	0	0
2.65	N1	combined	Drop	0	0	0	0
2.65	N2	combined	Drop	0	0	0	0
2.65	N3	combined	Drop	0	0	0	0
2.65	N4	combined	Drop	0	0	0	0
2.65	N5	combined	Drop	0	0	0	0
2.7	N0	combined	Drop	0	0	0	0
2.7	N1	combined	Drop	0	0	0	0
2.7	N2	combined	Drop	0	0	0	0
2.7	N3	combined	Drop	0	0	0	0
2.7	N4	combined	Drop	0	0	0	0
2.7	N5	combined	Drop	0	0	0	0
2.75	N0	combined	Drop	0	0	0	0
2.75	N1	combined	Drop	0	0	0	0
2.75	N2	combined	Drop	0	0	0	0
2.75	N3	combined	Drop	0	0	0	0
2.75	N4	combined	Drop	0	0	0	0
2.75	N5	combined	Drop	0	0	0	0
2.8	N0	combined	Drop	0	0	0	0
2.8	N1	combined	Drop	0	0	0	0
2.8	N2	combined	Drop	0	0	0	0
2.8	N3	combined	Drop	0	0	0	0
2.8	N4	combined	Drop	0	0	0	0
2.8	N5	combined	Drop	0	0	0	0
2.85	N0	combined	Drop	0	0	0	0
2.85	N1	combined	Drop	0	0	0	0
2.85	N2	combined	Drop	0	0	0	0
2.85	N3	combined	Drop	0	0	0	0
2.85	N4	combined	Drop	0	0	0	0
2.85	N5	combined	Drop	0	0	0	0
2.9	N0	combined	Drop	0	0	0	0
2.9	N1	combined	Drop	0	0	0	0
2.9	N2	combined	Drop	0	0	0	0
2.9	N3	combined	Drop	0	0	0	0
2.9	N4	combined	Drop	0	0	0	0
2.9	N5	combined	Drop	0	0	0	0
2.95	N0	combined	Drop	0	0	0	0
2.95	N1	combined	Drop	0	0	0	0
2.95	N2	combined	Drop	0	0	0	0
2.95	N3	combined	Drop	0	0	0	0
2.95	N4	combined	Drop	0	0	0	0
2.95	N5	combined	Drop	0	0	0	0
3	N0	combined	Drop	0	0	0	0
3	N1	combined	Drop	0	0	0	0
3	N2	combined	Drop	0	0	0	0
3	N3	combined	Drop	0	0	0	0
3	N4	combined	Drop	0	0	0	0
3	N5	combined	Drop	0	0	0	0
3.05	N0	combined	Drop	0	0	0	0
3.05	N1	combined	Drop	0	0	0	0
3.05	N2	combined	Drop	0	0	0	0
3.05	N3	combined	Drop	0	0	0	0
3.05	N4	combined	Drop	0	0	0	0
3.05	N5	combined	Drop	0	0	0	0
3.1	N0	combined	Drop	0	0	0	0
3.1	N1	combined	Drop	0	0	0	0
3.1	N2	combined	Drop	0	0	0	0
3.1	N3	combined	Drop	0	0	0	0
3.1	N4	combined	Drop	0	0	0	0
3.1	N5	combined	Drop	0	0	0	0
3.15	N0	combined	Drop	0	0	0	0
3.15	N1	combined	Drop	0	0	0	0
3.15	N2	combined	Drop	0	0	0	0
3.15	N3	combined	Drop	0	0	0	0
3.15	N4	combined	Drop	0	0	0	0
3.15	N5	combined	Drop	0	0	0	0
3.2	N0	combined	Drop	0	0	0	0
3.2	N1	combined	Drop	0	0	0	0
3.2	N2	combined	Drop	0	0	0	0
3.2	N3	combined	Drop	0	0	0	0
3.2	N4	combined	Drop	0	0	0	0
3.2	N5	combined	Drop	0	0	0	0
3.25	N0	combined	Drop	0	0	0	0
3.25	N1	combined	Drop	0	0	0	0
3.25	N2	combined	Drop	0	0	0	0
3.25	N3	combined	Drop	0	0	0	0
3.25	N4	combined	Drop	0	0	0	0
3.25	N5	combined	Drop	0	0	0	0
3.3	N0	combined	Drop	0	0	0	0
3.3	N1	combined	Drop	0	0	0	0
3.3	N2	combined	Drop	0	0	0	0
3.3	N3	combined	Drop	0	0	0	0
3.3	N4	combined	Drop	0	0	0	0
3.3	N5	combined	Drop	0	0	0	0
3.35	N0	combined	Drop	0	0	0	0
3.35	N1	combined	Drop	0	0	0	0
3.35	N2	combined	Drop	0	0	0	0
3.35	N3	combined	Drop	0	0	0	0
3.35	N4	combined	Drop	0	0	0	0
3.35	N5	combined	Drop	0	0	0	0
3.4	N0	combined	Drop	0	0	0	0
3.4	N1	combined	Drop	0	0	0	0
3.4	N2	combined	Drop	0	0	0	0
3.4	N3	combined	Drop	0	0	0	0
3.4	N4	combined	Drop	0	0	0	0
3.4	N5	combined	Drop	0	0	0	0
3.45	N0	combined	Drop	0	0	0	0
3.45	N1	combined	Drop	0	0	0	0
3.45	N2	combined	Drop	0	0	0	0
3.45	N3	combined	Drop	0	0	0	0
3.45	N4	combined	Drop	0	0	0	0
